trade_id,report_date,entry_date,exit_date,signal_timestamp,entry_timestamp,direction,entry_price_points,entry_ma,initial_stop_points,initial_risk_points,target_price_points,entry_gap_pct,exit_candle_timestamp,exit_timestamp,exit_price_points,exit_reason,exit_ma,points_pnl,quantity_btc,entry_notional_usd,exit_notional_usd,gross_pnl_usd,trade_return_pct,cumulative_pnl_usd,equity_after_trade,holding_days,remarks
T00001,2021-05-14,2021-05-14,2021-05-14,2021-05-14 19:00:00+00:00,2021-05-14 20:00:00+00:00,LONG,50164.38,50119.64,50119.64,44.74,50388.09,0.0893,2021-05-14 20:00:00+00:00,2021-05-14 21:00:00+00:00,50119.64,stop_loss_ma_touch,50119.64,-44.74,19.93446346,1000000.00,999108.08,-891.92,-0.0892,-891.92,999108.08,0,
T00002,2021-05-15,2021-05-14,2021-05-15,2021-05-14 22:00:00+00:00,2021-05-14 23:00:00+00:00,SHORT,49965.88,50170.16,50170.16,204.28,48944.46,0.4072,2021-05-14 23:00:00+00:00,2021-05-15 00:00:00+00:00,50170.16,stop_loss_ma_touch,50170.16,-204.28,20.01365732,1000000.00,1004088.46,-4088.46,-0.4088,-4980.37,995019.63,1,
T00003,2021-05-15,2021-05-15,2021-05-15,2021-05-15 02:00:00+00:00,2021-05-15 03:00:00+00:00,SHORT,50126.01,50205.11,50205.11,79.10,49730.51,0.1576,2021-05-15 03:00:00+00:00,2021-05-15 04:00:00+00:00,49730.51,target_hit_rr,50205.11,395.50,19.94972271,1000000.00,992109.93,7890.07,0.7890,2909.70,1002909.70,0,Fixed 5R target hit.
T00004,2021-05-15,2021-05-15,2021-05-15,2021-05-15 14:00:00+00:00,2021-05-15 15:00:00+00:00,SHORT,49432.45,49651.14,49651.14,218.69,48339.00,0.4405,2021-05-15 16:00:00+00:00,2021-05-15 17:00:00+00:00,48339.00,target_hit_rr,49555.77,1093.45,20.22962649,1000000.00,977880.00,22120.00,2.2120,25029.70,1025029.70,0,Fixed 5R target hit.
T00005,2021-05-16,2021-05-16,2021-05-16,2021-05-16 03:00:00+00:00,2021-05-16 04:00:00+00:00,SHORT,48376.17,48471.28,48471.28,95.11,47900.60,0.1962,2021-05-16 04:00:00+00:00,2021-05-16 05:00:00+00:00,48471.28,stop_loss_ma_touch,48471.28,-95.11,20.67133467,1000000.00,1001966.14,-1966.14,-0.1966,23063.56,1023063.56,0,
T00006,2021-05-16,2021-05-16,2021-05-16,2021-05-16 05:00:00+00:00,2021-05-16 06:00:00+00:00,SHORT,48159.06,48354.95,48354.95,195.89,47179.63,0.4051,2021-05-16 06:00:00+00:00,2021-05-16 07:00:00+00:00,48354.95,stop_loss_ma_touch,48354.95,-195.89,20.76452489,1000000.00,1004067.48,-4067.48,-0.4067,18996.08,1018996.08,0,
T00007,2021-05-16,2021-05-16,2021-05-16,2021-05-16 12:00:00+00:00,2021-05-16 13:00:00+00:00,LONG,48649.82,48448.35,48448.35,201.47,49657.17,0.4158,2021-05-16 14:00:00+00:00,2021-05-16 15:00:00+00:00,48445.50,stop_loss_ma_touch,48445.50,-204.32,20.55506064,1000000.00,995800.10,-4199.90,-0.4200,14796.18,1014796.18,0,
T00008,2021-05-16,2021-05-16,2021-05-16,2021-05-16 14:00:00+00:00,2021-05-16 15:00:00+00:00,SHORT,48313.27,48398.86,48398.86,85.59,47885.30,0.1768,2021-05-16 15:00:00+00:00,2021-05-16 16:00:00+00:00,47885.30,target_hit_rr,48398.86,427.97,20.69824709,1000000.00,991141.84,8858.16,0.8858,23654.34,1023654.34,0,Fixed 5R target hit.
T00009,2021-05-17,2021-05-17,2021-05-17,2021-05-17 11:00:00+00:00,2021-05-17 12:00:00+00:00,LONG,45803.18,45688.61,45688.61,114.57,46376.01,0.2508,2021-05-17 12:00:00+00:00,2021-05-17 13:00:00+00:00,45688.61,stop_loss_ma_touch,45688.61,-114.57,21.83254525,1000000.00,997498.75,-2501.25,-0.2501,21153.09,1021153.09,0,
T00010,2021-05-18,2021-05-18,2021-05-18,2021-05-18 00:00:00+00:00,2021-05-18 01:00:00+00:00,LONG,44399.99,44196.30,44196.30,203.69,45418.44,0.4609,2021-05-18 04:00:00+00:00,2021-05-18 05:00:00+00:00,45418.44,target_hit_rr,44311.65,1018.45,22.52252760,1000000.00,1022938.16,22938.16,2.2938,44091.25,1044091.25,0,Fixed 5R target hit.
T00011,2021-05-20,2021-05-19,2021-05-20,2021-05-19 22:00:00+00:00,2021-05-19 23:00:00+00:00,SHORT,39188.87,39354.67,39354.67,165.80,38359.85,0.4213,2021-05-19 23:00:00+00:00,2021-05-20 00:00:00+00:00,39354.67,stop_loss_ma_touch,39354.67,-165.80,25.51744921,1000000.00,1004230.92,-4230.92,-0.4231,39860.33,1039860.33,1,
T00012,2021-05-20,2021-05-20,2021-05-20,2021-05-20 03:00:00+00:00,2021-05-20 04:00:00+00:00,SHORT,38416.03,38478.59,38478.59,62.56,38103.23,0.1626,2021-05-20 04:00:00+00:00,2021-05-20 05:00:00+00:00,38478.59,stop_loss_ma_touch,38478.59,-62.56,26.03080016,1000000.00,1001628.50,-1628.50,-0.1628,38231.83,1038231.83,0,
T00013,2021-05-20,2021-05-20,2021-05-20,2021-05-20 16:00:00+00:00,2021-05-20 17:00:00+00:00,SHORT,39410.98,39418.70,39418.70,7.72,39372.36,0.0196,2021-05-20 17:00:00+00:00,2021-05-20 18:00:00+00:00,39418.70,stop_loss_ma_touch,39418.70,-7.72,25.37363953,1000000.00,1000195.98,-195.98,-0.0196,38035.85,1038035.85,0,
T00014,2021-05-21,2021-05-21,2021-05-21,2021-05-21 03:00:00+00:00,2021-05-21 04:00:00+00:00,LONG,40762.38,40618.85,40618.85,143.53,41480.01,0.3533,2021-05-21 04:00:00+00:00,2021-05-21 05:00:00+00:00,40618.85,stop_loss_ma_touch,40618.85,-143.53,24.53242426,1000000.00,996478.98,-3521.02,-0.3521,34514.84,1034514.84,0,
T00015,2021-05-21,2021-05-21,2021-05-21,2021-05-21 06:00:00+00:00,2021-05-21 07:00:00+00:00,SHORT,40623.59,40673.53,40673.53,49.94,40373.90,0.1228,2021-05-21 07:00:00+00:00,2021-05-21 08:00:00+00:00,40373.90,target_hit_rr,40673.53,249.69,24.61623899,1000000.00,993853.68,6146.32,0.6146,40661.15,1040661.15,0,Fixed 5R target hit.
