trade_id,report_date,exit_timestamp,direction,gross_pnl_usd,cumulative_pnl_usd,equity,peak_equity,drawdown_usd,drawdown_pct
T00001,2021-05-13,2021-05-13 23:15:00+00:00,SHORT,19485.83,19485.83,1019485.83,1019485.83,0.00,0.0000
T00002,2021-05-14,2021-05-14 00:15:00+00:00,SHORT,-2874.86,16610.98,1016610.98,1019485.83,2874.85,0.2820
T00003,2021-05-14,2021-05-14 00:45:00+00:00,SHORT,-1428.68,15182.29,1015182.29,1019485.83,4303.54,0.4221
T00004,2021-05-14,2021-05-14 01:00:00+00:00,LONG,-1618.89,13563.40,1013563.40,1019485.83,5922.43,0.5809
T00005,2021-05-14,2021-05-14 02:15:00+00:00,LONG,-4256.33,9307.06,1009307.06,1019485.83,10178.77,0.9984
T00006,2021-05-14,2021-05-14 04:00:00+00:00,SHORT,11642.50,20949.57,1020949.57,1020949.57,0.00,0.0000
T00007,2021-05-14,2021-05-14 06:00:00+00:00,SHORT,-3071.03,17878.54,1017878.54,1020949.57,3071.03,0.3008
T00008,2021-05-14,2021-05-14 06:15:00+00:00,LONG,-1167.36,16711.18,1016711.18,1020949.57,4238.39,0.4151
T00009,2021-05-14,2021-05-14 20:30:00+00:00,LONG,-3056.34,13654.84,1013654.84,1020949.57,7294.73,0.7145
T00010,2021-05-14,2021-05-14 22:45:00+00:00,SHORT,-4621.87,9032.97,1009032.97,1020949.57,11916.60,1.1672
T00011,2021-05-14,2021-05-14 23:30:00+00:00,SHORT,-2780.28,6252.68,1006252.68,1020949.57,14696.89,1.4395
T00012,2021-05-15,2021-05-15 00:15:00+00:00,SHORT,-3352.31,2900.37,1002900.37,1020949.57,18049.20,1.7679
T00013,2021-05-15,2021-05-15 00:30:00+00:00,SHORT,1689.83,4590.19,1004590.19,1020949.57,16359.38,1.6024
T00014,2021-05-15,2021-05-15 01:30:00+00:00,SHORT,-1953.09,2637.11,1002637.11,1020949.57,18312.46,1.7937
T00015,2021-05-15,2021-05-15 03:00:00+00:00,LONG,-3755.84,-1118.73,998881.27,1020949.57,22068.30,2.1615
T00016,2021-05-15,2021-05-15 03:30:00+00:00,SHORT,6917.46,5798.72,1005798.72,1020949.57,15150.85,1.4840
T00017,2021-05-16,2021-05-16 04:15:00+00:00,SHORT,-1948.30,3850.42,1003850.42,1020949.57,17099.15,1.6748
T00018,2021-05-16,2021-05-16 04:30:00+00:00,SHORT,-868.51,2981.91,1002981.91,1020949.57,17967.66,1.7599
T00019,2021-05-16,2021-05-16 05:00:00+00:00,SHORT,5314.40,8296.31,1008296.31,1020949.57,12653.26,1.2394
T00020,2021-05-16,2021-05-16 06:15:00+00:00,SHORT,-3430.51,4865.81,1004865.81,1020949.57,16083.76,1.5754
T00021,2021-05-16,2021-05-16 14:30:00+00:00,LONG,-4281.09,584.71,1000584.71,1020949.57,20364.86,1.9947
T00022,2021-05-16,2021-05-16 14:45:00+00:00,SHORT,-509.29,75.43,1000075.43,1020949.57,20874.14,2.0446
T00023,2021-05-16,2021-05-16 15:00:00+00:00,SHORT,-2080.46,-2005.03,997994.97,1020949.57,22954.60,2.2484
T00024,2021-05-16,2021-05-16 15:30:00+00:00,SHORT,8333.12,6328.09,1006328.09,1020949.57,14621.48,1.4321
T00025,2021-05-17,2021-05-17 12:00:00+00:00,SHORT,-47.49,6280.60,1006280.60,1020949.57,14668.97,1.4368
T00026,2021-05-17,2021-05-17 12:15:00+00:00,LONG,-1262.64,5017.97,1005017.97,1020949.57,15931.60,1.5605
T00027,2021-05-17,2021-05-17 12:30:00+00:00,SHORT,8362.36,13380.33,1013380.33,1020949.57,7569.24,0.7414
T00028,2021-05-17,2021-05-17 20:45:00+00:00,SHORT,-3236.42,10143.91,1010143.91,1020949.57,10805.66,1.0584
T00029,2021-05-17,2021-05-17 21:15:00+00:00,LONG,-3694.45,6449.46,1006449.46,1020949.57,14500.11,1.4203
T00030,2021-05-17,2021-05-17 22:00:00+00:00,SHORT,19905.79,26355.25,1026355.25,1026355.25,0.00,0.0000
T00031,2021-05-18,2021-05-18 00:30:00+00:00,SHORT,-1628.32,24726.93,1024726.93,1026355.25,1628.32,0.1587
T00032,2021-05-18,2021-05-18 01:00:00+00:00,LONG,-1423.50,23303.43,1023303.43,1026355.25,3051.82,0.2973
T00033,2021-05-18,2021-05-18 01:30:00+00:00,LONG,17958.98,41262.41,1041262.41,1041262.41,0.00,0.0000
T00034,2021-05-18,2021-05-18 13:30:00+00:00,SHORT,18209.39,59471.80,1059471.80,1059471.80,0.00,0.0000
T00035,2021-05-19,2021-05-19 20:30:00+00:00,LONG,-718.80,58753.00,1058753.00,1059471.80,718.80,0.0678
T00036,2021-05-19,2021-05-19 22:30:00+00:00,LONG,-2730.82,56022.19,1056022.19,1059471.80,3449.61,0.3256
T00037,2021-05-19,2021-05-19 23:00:00+00:00,LONG,-2042.87,53979.32,1053979.32,1059471.80,5492.48,0.5184
T00038,2021-05-19,2021-05-19 23:15:00+00:00,SHORT,-3930.91,50048.41,1050048.41,1059471.80,9423.39,0.8894
T00039,2021-05-20,2021-05-20 03:30:00+00:00,LONG,-153.01,49895.40,1049895.40,1059471.80,9576.40,0.9039
T00040,2021-05-20,2021-05-20 03:45:00+00:00,SHORT,3931.59,53826.99,1053826.99,1059471.80,5644.81,0.5328
T00041,2021-05-20,2021-05-20 04:15:00+00:00,SHORT,-1009.46,52817.53,1052817.53,1059471.80,6654.27,0.6281
T00042,2021-05-20,2021-05-20 16:30:00+00:00,LONG,-619.20,52198.33,1052198.33,1059471.80,7273.47,0.6865
T00043,2021-05-20,2021-05-20 17:15:00+00:00,SHORT,-1106.20,51092.13,1051092.13,1059471.80,8379.67,0.7909
T00044,2021-05-20,2021-05-20 17:30:00+00:00,SHORT,-3218.14,47873.99,1047873.99,1059471.80,11597.81,1.0947
T00045,2021-05-20,2021-05-20 17:45:00+00:00,SHORT,-2035.21,45838.77,1045838.77,1059471.80,13633.03,1.2868
T00046,2021-05-20,2021-05-20 18:30:00+00:00,SHORT,-151.90,45686.88,1045686.88,1059471.80,13784.92,1.3011
T00047,2021-05-20,2021-05-20 23:00:00+00:00,LONG,1631.28,47318.15,1047318.15,1059471.80,12153.65,1.1471
T00048,2021-05-21,2021-05-21 04:15:00+00:00,LONG,-3637.26,43680.89,1043680.89,1059471.80,15790.91,1.4905
T00049,2021-05-21,2021-05-21 04:30:00+00:00,SHORT,-3145.65,40535.24,1040535.24,1059471.80,18936.56,1.7874
T00050,2021-05-21,2021-05-21 07:15:00+00:00,LONG,-1325.19,39210.05,1039210.05,1059471.80,20261.75,1.9124
T00051,2021-05-21,2021-05-21 09:45:00+00:00,SHORT,-1606.51,37603.54,1037603.54,1059471.80,21868.26,2.0641
T00052,2021-05-21,2021-05-21 11:15:00+00:00,LONG,-4059.07,33544.47,1033544.47,1059471.80,25927.33,2.4472
T00053,2021-05-21,2021-05-21 11:45:00+00:00,SHORT,-3056.35,30488.13,1030488.13,1059471.80,28983.67,2.7357
T00054,2021-05-21,2021-05-21 12:00:00+00:00,SHORT,-615.09,29873.03,1029873.03,1059471.80,29598.77,2.7937
